Name,Position,General,Defending,Mental,Passing,Mobility,Power,Rating,Shooting,Flag,Age,Nationality,Photo,Club_Logo,Club,media_puntaje
S. Kalu,SUB,72,20,60,68,80,70,76,62,https://cdn.sofifa.com/flags/ng.png,23,Nigeria,https://cdn.sofifa.com/players/237/207/22_60.png,https://cdn.sofifa.com/teams/59/30.png,FC Girondins de Bordeaux,63.5
L. Houri,SUB,67,34,58,68,72,64,70,63,https://cdn.sofifa.com/flags/fr.png,25,France,https://cdn.sofifa.com/players/221/336/22_60.png,https://cdn.sofifa.com/teams/308/30.png,Universitatea Craiova,62.0
O. Kayode,ST,67,24,57,58,84,73,71,63,https://cdn.sofifa.com/flags/ng.png,28,Nigeria,https://cdn.sofifa.com/players/211/048/22_60.png,https://cdn.sofifa.com/teams/101041/30.png,Demir Grup Sivasspor,62.125
M. Gregoritsch,SUB,74,26,61,70,63,59,72,73,https://cdn.sofifa.com/flags/at.png,27,Austria,https://cdn.sofifa.com/players/199/439/22_60.png,https://cdn.sofifa.com/teams/100409/30.png,FC Augsburg,62.25
A. Moreno,LCM,66,35,61,69,74,65,76,64,https://cdn.sofifa.com/flags/ar.png,22,Argentina,https://cdn.sofifa.com/players/245/055/22_60.png,https://cdn.sofifa.com/teams/101085/30.png,Racing Club,63.75
J. Hove,CAM,62,40,64,65,69,72,73,56,https://cdn.sofifa.com/flags/no.png,20,Norway,https://cdn.sofifa.com/players/234/066/22_60.png,https://cdn.sofifa.com/teams/922/30.png,Strømsgodset IF,62.625
Dória,LCB,67,50,66,59,57,72,78,54,https://cdn.sofifa.com/flags/br.png,26,Brazil,https://cdn.sofifa.com/players/209/329/22_60.png,https://cdn.sofifa.com/teams/110144/30.png,Santos Laguna,62.875
S. Reyes,SUB,66,44,60,66,73,65,72,54,https://cdn.sofifa.com/flags/mx.png,23,Mexico,https://cdn.sofifa.com/players/239/948/22_60.png,https://cdn.sofifa.com/teams/1879/30.png,Club América,62.5
19 L. Neagle,SUB,66,52,61,56,71,72,65,60,https://cdn.sofifa.com/flags/us.png,31,United States,https://cdn.sofifa.com/players/193/246/19_60.png,https://cdn.sofifa.com/teams/111144/30.png,Seattle Sounders FC,62.875
C. Paredes,SUB,62,43,66,65,68,65,72,59,https://cdn.sofifa.com/flags/py.png,23,Paraguay,https://cdn.sofifa.com/players/237/203/22_60.png,https://cdn.sofifa.com/teams/111140/30.png,Portland Timbers,62.5
19 R. McCormack,SUB,70,25,63,68,67,66,70,75,https://cdn.sofifa.com/flags/gb-sct.png,31,Scotland,https://cdn.sofifa.com/players/155/979/19_60.png,https://cdn.sofifa.com/teams/83/30.png,Motherwell,63.0
D. Perotti,RES,74,18,62,72,73,56,75,69,https://cdn.sofifa.com/flags/ar.png,31,Argentina,https://cdn.sofifa.com/players/183/900/22_60.png,https://cdn.sofifa.com/teams/326/30.png,Fenerbahçe SK,62.375
21 Maicon,SUB,66,51,66,70,50,68,76,57,https://cdn.sofifa.com/flags/br.png,31,Brazil,https://cdn.sofifa.com/players/191/687/21_60.png,https://cdn.sofifa.com/teams/112139/30.png,Al Nassr,63.0
Rafael Silva,RES,69,20,60,66,76,69,73,67,https://cdn.sofifa.com/flags/br.png,29,Brazil,https://cdn.sofifa.com/players/207/676/22_60.png,https://cdn.sofifa.com/teams/112541/30.png,Wuhan FC,62.5
18 J. Toulalan,CDM,66,73,75,73,52,72,78,49,https://cdn.sofifa.com/flags/fr.png,33,France,https://cdn.sofifa.com/players/112/253/18_60.png,https://cdn.sofifa.com/teams/59/30.png,FC Girondins de Bordeaux,67.25
21 M. Bolados,RW,56,40,63,67,77,68,72,57,https://cdn.sofifa.com/flags/cl.png,24,Chile,https://cdn.sofifa.com/players/214/874/21_60.png,https://cdn.sofifa.com/teams/110980/30.png,Colo-Colo,62.5
20 Iván Ramis,SUB,66,48,65,63,45,68,76,66,https://cdn.sofifa.com/flags/es.png,34,Spain,https://cdn.sofifa.com/players/146/701/20_60.png,https://cdn.sofifa.com/teams/467/30.png,SD Eibar,62.125
K. Mensah,LWB,60,38,56,58,76,78,65,58,https://cdn.sofifa.com/flags/dk.png,30,Denmark,https://cdn.sofifa.com/players/215/684/22_60.png,https://cdn.sofifa.com/teams/269/30.png,Brøndby IF,61.125
Cedric Teguía,RES,62,35,61,62,74,75,72,60,https://cdn.sofifa.com/flags/es.png,19,Spain,https://cdn.sofifa.com/players/258/536/22_60.png,https://cdn.sofifa.com/teams/450/30.png,RC Celta de Vigo,62.625
18 M. Krasić,SUB,70,54,67,70,60,58,71,66,https://cdn.sofifa.com/flags/rs.png,32,Serbia,https://cdn.sofifa.com/players/163/297/18_60.png,https://cdn.sofifa.com/teams/111091/30.png,Lechia Gdańsk,64.5
J. Amano,SUB,64,32,62,67,72,72,67,60,https://cdn.sofifa.com/flags/jp.png,29,Japan,https://cdn.sofifa.com/players/232/811/22_60.png,https://cdn.sofifa.com/teams/101151/30.png,Yokohama F. Marinos,62.0
M. Škriniar,RCB,64,57,67,54,75,76,87,41,https://cdn.sofifa.com/flags/sk.png,26,Slovakia,https://cdn.sofifa.com/players/232/363/22_60.png,https://cdn.sofifa.com/teams/44/30.png,Inter,65.125
17 L. Somoza,SUB,62,64,73,65,60,66,69,58,https://cdn.sofifa.com/flags/ar.png,35,Argentina,https://cdn.sofifa.com/players/142/829/17_60.png,https://cdn.sofifa.com/teams/101088/30.png,Vélez Sarsfield,64.625
L. Prip,RS,62,31,62,65,74,67,70,66,https://cdn.sofifa.com/flags/dk.png,24,Denmark,https://cdn.sofifa.com/players/247/086/22_60.png,https://cdn.sofifa.com/teams/820/30.png,Aalborg BK,62.125
E. Kılınç,SUB,63,29,62,67,78,62,73,64,https://cdn.sofifa.com/flags/tr.png,26,Turkey,https://cdn.sofifa.com/players/239/045/22_60.png,https://cdn.sofifa.com/teams/325/30.png,Galatasaray SK,62.25
M. Solomon,LM,67,27,55,71,78,69,81,65,https://cdn.sofifa.com/flags/il.png,21,Israel,https://cdn.sofifa.com/players/246/791/22_60.png,https://cdn.sofifa.com/teams/101059/30.png,Shakhtar Donetsk,64.125
A. Bamba,SUB,63,49,63,68,75,72,73,44,https://cdn.sofifa.com/flags/ci.png,31,Côte d'Ivoire,https://cdn.sofifa.com/players/199/313/22_60.png,https://cdn.sofifa.com/teams/1530/30.png,Angers SCO,63.375
M. Vrousai,RES,67,23,55,66,76,68,74,66,https://cdn.sofifa.com/flags/gr.png,22,Greece,https://cdn.sofifa.com/players/244/287/22_60.png,https://cdn.sofifa.com/teams/280/30.png,Olympiacos CFP,61.875
Rafael Camacho,SUB,67,37,61,63,80,65,76,57,https://cdn.sofifa.com/flags/pt.png,21,Portugal,https://cdn.sofifa.com/players/243/055/22_60.png,https://cdn.sofifa.com/teams/1889/30.png,Belenenses SAD,63.25
J. Bijol,LCB,62,47,63,63,63,70,75,56,https://cdn.sofifa.com/flags/si.png,22,Slovenia,https://cdn.sofifa.com/players/244/238/22_60.png,https://cdn.sofifa.com/teams/315/30.png,PFC CSKA Moscow,62.375
15 M. Di Vaio,SUB,72,28,46,60,75,66,74,71,https://cdn.sofifa.com/flags/it.png,37,Italy,https://cdn.sofifa.com/players/001/099/15_60.png,https://cdn.sofifa.com/teams/111139/30.png,Club de Foot Montréal,61.5
C. Stengs,RM,70,20,61,73,78,64,80,65,https://cdn.sofifa.com/flags/nl.png,22,Netherlands,https://cdn.sofifa.com/players/236/593/22_60.png,https://cdn.sofifa.com/teams/72/30.png,OGC Nice,63.875
Sandro,LS,74,16,59,64,69,65,74,75,https://cdn.sofifa.com/flags/es.png,25,Spain,https://cdn.sofifa.com/players/217/731/22_60.png,https://cdn.sofifa.com/teams/1860/30.png,Getafe CF,62.0
D. Mayor,SUB,63,31,64,66,72,73,66,61,https://cdn.sofifa.com/flags/gb-eng.png,30,England,https://cdn.sofifa.com/players/192/970/22_60.png,https://cdn.sofifa.com/teams/1929/30.png,Plymouth Argyle,62.0
M. Berg,LS,71,19,63,60,72,72,75,68,https://cdn.sofifa.com/flags/se.png,34,Sweden,https://cdn.sofifa.com/players/176/733/22_60.png,https://cdn.sofifa.com/teams/319/30.png,IFK Göteborg,62.5
G. Baldock,RWB,62,47,65,66,75,76,73,42,https://cdn.sofifa.com/flags/gb-eng.png,28,England,https://cdn.sofifa.com/players/200/855/22_60.png,https://cdn.sofifa.com/teams/1794/30.png,Sheffield United,63.25
Samú Costa,CDM,59,44,67,66,66,68,76,56,https://cdn.sofifa.com/flags/pt.png,20,Portugal,https://cdn.sofifa.com/players/255/566/22_60.png,https://cdn.sofifa.com/teams/1861/30.png,Unión Deportiva Almería,62.75
20 A. Song,SUB,66,47,68,66,65,64,70,53,https://cdn.sofifa.com/flags/cm.png,31,Cameroon,https://cdn.sofifa.com/players/157/503/20_60.png,https://cdn.sofifa.com/teams/110770/30.png,FC Sion,62.375
D. Kourbelis,RES,61,48,63,66,71,71,73,52,https://cdn.sofifa.com/flags/gr.png,27,Greece,https://cdn.sofifa.com/players/208/260/22_60.png,https://cdn.sofifa.com/teams/1884/30.png,Panathinaikos FC,63.125
A. Acosta,LWB,65,43,62,68,56,69,65,62,https://cdn.sofifa.com/flags/mx.png,33,Mexico,https://cdn.sofifa.com/players/198/740/22_60.png,https://cdn.sofifa.com/teams/113134/30.png,Fútbol Club Juárez,61.25
R. Amalfitano,RF,58,46,73,69,62,62,70,57,https://cdn.sofifa.com/flags/fr.png,31,France,https://cdn.sofifa.com/players/198/817/22_60.png,https://cdn.sofifa.com/teams/112389/30.png,Al Faisaly,62.125
21 D. Bizimana,SUB,61,42,65,66,62,66,68,65,https://cdn.sofifa.com/flags/rw.png,23,Rwanda,https://cdn.sofifa.com/players/243/339/21_60.png,https://cdn.sofifa.com/teams/110913/30.png,Waasland-Beveren,61.875
19 A. Abdi,RES,68,55,67,71,62,56,69,68,https://cdn.sofifa.com/flags/ch.png,31,Switzerland,https://cdn.sofifa.com/players/138/698/19_60.png,https://cdn.sofifa.com/teams/1807/30.png,Sheffield Wednesday,64.5
N. Bajrami,CAM,64,40,66,67,71,66,76,57,https://cdn.sofifa.com/flags/ch.png,22,Switzerland,https://cdn.sofifa.com/players/237/640/22_60.png,https://cdn.sofifa.com/teams/1746/30.png,Empoli,63.375
M. Zullo,RES,60,43,63,63,71,82,67,51,https://cdn.sofifa.com/flags/au.png,32,Australia,https://cdn.sofifa.com/players/183/741/22_60.png,https://cdn.sofifa.com/teams/111400/30.png,Sydney FC,62.5
Carles Pérez,SUB,70,24,54,65,78,68,78,67,https://cdn.sofifa.com/flags/es.png,23,Spain,https://cdn.sofifa.com/players/240/654/22_60.png,https://cdn.sofifa.com/teams/52/30.png,Roma,63.0
T. Nguen,CAM,62,28,61,64,86,70,74,60,https://cdn.sofifa.com/flags/no.png,27,Norway,https://cdn.sofifa.com/players/204/850/22_60.png,https://cdn.sofifa.com/teams/1874/30.png,Ferencvárosi TC,63.125
L. Kassi,RES,61,39,60,62,73,68,64,61,https://cdn.sofifa.com/flags/ci.png,26,Côte d'Ivoire,https://cdn.sofifa.com/players/211/238/22_60.png,https://cdn.sofifa.com/teams/917/30.png,Stabæk Fotball,61.0
P. Stenzel,SUB,64,49,64,69,64,67,72,52,https://cdn.sofifa.com/flags/de.png,25,Germany,https://cdn.sofifa.com/players/229/584/22_60.png,https://cdn.sofifa.com/teams/36/30.png,VfB Stuttgart,62.625
S. Nakamura,RDM,62,39,63,64,63,68,66,65,https://cdn.sofifa.com/flags/jp.png,27,Japan,https://cdn.sofifa.com/players/260/356/22_60.png,https://cdn.sofifa.com/teams/113186/30.png,Avispa Fukuoka,61.25
21 Éder,SUB,68,20,70,55,73,68,73,66,https://cdn.sofifa.com/flags/pt.png,32,Portugal,https://cdn.sofifa.com/players/189/795/21_60.png,https://cdn.sofifa.com/teams/100765/30.png,FC Lokomotiv Moscow,61.625
21 D. Diring,SUB,64,40,63,65,68,73,66,54,https://cdn.sofifa.com/flags/fr.png,28,France,https://cdn.sofifa.com/players/216/359/21_60.png,https://cdn.sofifa.com/teams/110532/30.png,SV Waldhof Mannheim 07,61.625
Miguelón,RES,67,44,63,66,74,70,73,47,https://cdn.sofifa.com/flags/es.png,25,Spain,https://cdn.sofifa.com/players/231/749/22_60.png,https://cdn.sofifa.com/teams/452/30.png,RCD Espanyol de Barcelona,63.0
J. Thielmann,SUB,67,23,59,65,74,68,76,63,https://cdn.sofifa.com/flags/de.png,19,Germany,https://cdn.sofifa.com/players/254/660/22_60.png,https://cdn.sofifa.com/teams/31/30.png,1. FC Köln,61.875
Hernâni,RES,72,14,58,65,83,66,74,69,https://cdn.sofifa.com/flags/pt.png,29,Portugal,https://cdn.sofifa.com/players/212/911/22_60.png,https://cdn.sofifa.com/teams/1853/30.png,Levante Unión Deportiva,62.625
M. Gakpa,RW,68,36,63,68,73,59,68,62,https://cdn.sofifa.com/flags/fr.png,26,France,https://cdn.sofifa.com/players/225/950/22_60.png,https://cdn.sofifa.com/teams/111817/30.png,Paris FC,62.125
J. Cacciabue,RCM,61,47,65,66,68,68,75,54,https://cdn.sofifa.com/flags/ar.png,23,Argentina,https://cdn.sofifa.com/players/242/294/22_60.png,https://cdn.sofifa.com/teams/110396/30.png,Newell's Old Boys,63.0
O. Karavaev,SUB,64,41,65,71,76,65,73,49,https://cdn.sofifa.com/flags/ua.png,29,Ukraine,https://cdn.sofifa.com/players/237/109/22_60.png,https://cdn.sofifa.com/teams/101047/30.png,Dynamo Kyiv,63.0
T. Nakagawa,SUB,59,32,58,63,84,72,70,62,https://cdn.sofifa.com/flags/jp.png,28,Japan,https://cdn.sofifa.com/players/232/789/22_60.png,https://cdn.sofifa.com/teams/101151/30.png,Yokohama F. Marinos,62.5
21 C. Njie,SUB,70,19,59,64,86,70,73,63,https://cdn.sofifa.com/flags/cm.png,26,Cameroon,https://cdn.sofifa.com/players/212/273/21_60.png,https://cdn.sofifa.com/flags/cm.png,No Club,63.0
R. Williams,SUB,60,37,57,60,80,75,69,56,https://cdn.sofifa.com/flags/gb-eng.png,24,England,https://cdn.sofifa.com/players/231/951/22_60.png,https://cdn.sofifa.com/teams/1952/30.png,Hull City,61.75
21 M. Jevtović,LDM,62,49,64,66,59,62,72,62,https://cdn.sofifa.com/flags/rs.png,26,Serbia,https://cdn.sofifa.com/players/244/709/21_60.png,https://cdn.sofifa.com/teams/101033/30.png,İttifak Holding Konyaspor,62.0
20 A. Cerci,SUB,71,18,62,71,71,61,71,71,https://cdn.sofifa.com/flags/it.png,31,Italy,https://cdn.sofifa.com/players/178/393/20_60.png,https://cdn.sofifa.com/teams/110373/30.png,US Salernitana 1919,62.0
Alam Araújo,SUB,66,49,56,71,69,69,72,52,https://cdn.sofifa.com/flags/br.png,29,Brazil,https://cdn.sofifa.com/players/230/188/22_60.png,https://cdn.sofifa.com/teams/1629/30.png,Grêmio,63.0
A. Ruiz,RS,72,21,61,73,61,64,72,72,https://cdn.sofifa.com/flags/ar.png,27,Argentina,https://cdn.sofifa.com/players/213/582/22_60.png,https://cdn.sofifa.com/teams/110394/30.png,Arsenal de Sarandí,62.0
M. Smith,SUB,62,40,66,67,70,72,72,52,https://cdn.sofifa.com/flags/gb-wls.png,21,Wales,https://cdn.sofifa.com/players/233/050/22_60.png,https://cdn.sofifa.com/teams/1952/30.png,Hull City,62.625
C. Thomas,CM,58,42,62,61,69,72,66,58,https://cdn.sofifa.com/flags/gb-eng.png,27,England,https://cdn.sofifa.com/players/200/781/22_60.png,https://cdn.sofifa.com/teams/1936/30.png,Cheltenham Town,61.0
20 J. Ananidze,SUB,70,28,57,72,74,62,73,69,https://cdn.sofifa.com/flags/ge.png,26,Georgia,https://cdn.sofifa.com/players/193/897/20_60.png,https://cdn.sofifa.com/teams/100767/30.png,Spartak Moskva,63.125
F. Jensen,SUB,67,38,63,68,68,69,74,61,https://cdn.sofifa.com/flags/fi.png,23,Finland,https://cdn.sofifa.com/players/234/889/22_60.png,https://cdn.sofifa.com/teams/100409/30.png,FC Augsburg,63.5
M. Jacobs,SUB,62,34,61,64,71,68,66,64,https://cdn.sofifa.com/flags/gb-eng.png,29,England,https://cdn.sofifa.com/players/194/091/22_60.png,https://cdn.sofifa.com/teams/1790/30.png,Portsmouth,61.25
Rui Fonte,SUB,70,22,64,65,68,66,70,67,https://cdn.sofifa.com/flags/pt.png,31,Portugal,https://cdn.sofifa.com/players/183/518/22_60.png,https://cdn.sofifa.com/teams/10020/30.png,Estoril Praia,61.5
A. Olsen,SUB,72,19,59,66,74,69,76,67,https://cdn.sofifa.com/flags/dk.png,21,Denmark,https://cdn.sofifa.com/players/240/017/22_60.png,https://cdn.sofifa.com/teams/189/30.png,Bologna,62.75
20 C. Beauvue,SUB,70,22,57,65,67,68,71,71,https://cdn.sofifa.com/flags/fr.png,31,France,https://cdn.sofifa.com/players/183/068/20_60.png,https://cdn.sofifa.com/teams/242/30.png,Deportivo de La Coruña,61.375
21 Ademilson,SUB,66,18,57,59,84,76,70,66,https://cdn.sofifa.com/flags/br.png,26,Brazil,https://cdn.sofifa.com/players/207/835/21_60.png,https://cdn.sofifa.com/teams/112093/30.png,Gamba Osaka,62.0
C. Martínez,LM,67,9,59,62,81,82,69,64,https://cdn.sofifa.com/flags/py.png,28,Paraguay,https://cdn.sofifa.com/players/229/466/22_60.png,https://cdn.sofifa.com/teams/111327/30.png,CD Huachipato,61.625
Y. Ndayishimiye,SUB,66,47,65,63,66,73,74,52,https://cdn.sofifa.com/flags/bi.png,22,Burundi,https://cdn.sofifa.com/players/255/533/22_60.png,https://cdn.sofifa.com/teams/101014/30.png,İstanbul Başakşehir FK,63.25
A. Koita,SUB,62,25,52,63,81,74,72,68,https://cdn.sofifa.com/flags/be.png,22,Belgium,https://cdn.sofifa.com/players/239/028/22_60.png,https://cdn.sofifa.com/teams/680/30.png,Sint-Truidense VV,62.125
21 G. Varela,SUB,65,47,60,63,75,74,72,44,https://cdn.sofifa.com/flags/uy.png,27,Uruguay,https://cdn.sofifa.com/players/219/914/21_60.png,https://cdn.sofifa.com/teams/819/30.png,F.C. København,62.5
J. Murillo,LCB,58,53,69,63,74,76,78,41,https://cdn.sofifa.com/flags/co.png,29,Colombia,https://cdn.sofifa.com/players/201/377/22_60.png,https://cdn.sofifa.com/teams/450/30.png,RC Celta de Vigo,64.0
B. Kutlu,RCM,59,47,65,63,70,67,74,56,https://cdn.sofifa.com/flags/tr.png,23,Turkey,https://cdn.sofifa.com/players/259/675/22_60.png,https://cdn.sofifa.com/teams/325/30.png,Galatasaray SK,62.625
M. Waris,SUB,66,20,65,64,82,72,71,65,https://cdn.sofifa.com/flags/gh.png,29,Ghana,https://cdn.sofifa.com/players/198/420/22_60.png,https://cdn.sofifa.com/teams/76/30.png,RC Strasbourg Alsace,63.125
R. Tunnicliffe,RDM,62,43,66,65,66,68,66,56,https://cdn.sofifa.com/flags/gb-eng.png,28,England,https://cdn.sofifa.com/players/203/069/22_60.png,https://cdn.sofifa.com/teams/1790/30.png,Portsmouth,61.5
M. Kanazaki,SUB,67,16,63,62,78,68,68,66,https://cdn.sofifa.com/flags/jp.png,32,Japan,https://cdn.sofifa.com/players/213/061/22_60.png,https://cdn.sofifa.com/teams/112092/30.png,Nagoya Grampus,61.0
S. Kiyine,RES,69,44,61,66,71,62,71,55,https://cdn.sofifa.com/flags/ma.png,23,Morocco,https://cdn.sofifa.com/players/240/658/22_60.png,https://cdn.sofifa.com/teams/205/30.png,Venezia FC,62.375
Mikel San José,CM,61,48,72,65,48,66,71,64,https://cdn.sofifa.com/flags/es.png,32,Spain,https://cdn.sofifa.com/players/185/132/22_60.png,https://cdn.sofifa.com/teams/113356/30.png,SD Amorebieta,61.875
M. Crooks,LCM,63,43,68,59,66,63,70,61,https://cdn.sofifa.com/flags/gb-eng.png,27,England,https://cdn.sofifa.com/players/202/693/22_60.png,https://cdn.sofifa.com/teams/12/30.png,Middlesbrough,61.625
20 C. Galano,RF,66,9,53,66,86,82,70,66,https://cdn.sofifa.com/flags/it.png,28,Italy,https://cdn.sofifa.com/players/203/672/20_60.png,https://cdn.sofifa.com/teams/200/30.png,Pescara,62.25
20 L. Hyam,SUB,60,43,65,61,70,72,64,54,https://cdn.sofifa.com/flags/gb-eng.png,27,England,https://cdn.sofifa.com/players/194/792/20_60.png,https://cdn.sofifa.com/teams/1954/30.png,Southend United,61.125
L. González Pirez,RCB,65,46,68,64,66,74,71,47,https://cdn.sofifa.com/flags/ar.png,29,Argentina,https://cdn.sofifa.com/players/199/669/22_60.png,https://cdn.sofifa.com/teams/112893/30.png,Inter Miami CF,62.625
M. Thurnwald,CAM,63,41,55,61,80,76,70,52,https://cdn.sofifa.com/flags/at.png,22,Austria,https://cdn.sofifa.com/players/236/681/22_60.png,https://cdn.sofifa.com/teams/15009/30.png,SC Rheindorf Altach,62.25
17 R. Lambert,SUB,74,25,67,67,50,64,72,80,https://cdn.sofifa.com/flags/gb-eng.png,34,England,https://cdn.sofifa.com/players/013/879/17_60.png,https://cdn.sofifa.com/teams/1961/30.png,Cardiff City,62.375
L. Singh,SUB,69,28,58,66,85,60,76,68,https://cdn.sofifa.com/flags/za.png,23,South Africa,https://cdn.sofifa.com/players/237/539/22_60.png,https://cdn.sofifa.com/teams/819/30.png,F.C. København,63.75
Z. Machach,SUB,66,36,65,70,68,69,69,61,https://cdn.sofifa.com/flags/fr.png,25,France,https://cdn.sofifa.com/players/228/821/22_60.png,https://cdn.sofifa.com/teams/48/30.png,Napoli,63.0
Henrique Dourado,RS,66,16,67,61,70,76,73,69,https://cdn.sofifa.com/flags/br.png,31,Brazil,https://cdn.sofifa.com/players/215/553/22_60.png,https://cdn.sofifa.com/teams/111779/30.png,Henan Songshan Longmen FC,62.25
Loren,SUB,74,14,62,52,73,68,76,72,https://cdn.sofifa.com/flags/es.png,27,Spain,https://cdn.sofifa.com/players/242/348/22_60.png,https://cdn.sofifa.com/teams/452/30.png,RCD Espanyol de Barcelona,61.375
G. Burgstaller,LS,69,20,67,67,64,73,72,66,https://cdn.sofifa.com/flags/at.png,32,Austria,https://cdn.sofifa.com/players/193/584/22_60.png,https://cdn.sofifa.com/teams/110329/30.png,FC St. Pauli,62.25
21 F. Gallegos,RES,60,39,59,65,75,70,68,60,https://cdn.sofifa.com/flags/cl.png,28,Chile,https://cdn.sofifa.com/players/210/826/21_60.png,https://cdn.sofifa.com/teams/112678/30.png,Club Atlético de San Luis,62.0
20 J. Bahebeck,SUB,70,15,59,62,73,68,70,70,https://cdn.sofifa.com/flags/fr.png,26,France,https://cdn.sofifa.com/players/202/547/20_60.png,https://cdn.sofifa.com/teams/1903/30.png,FC Utrecht,60.875
A. Miranchuk,SUB,65,20,58,73,76,68,78,70,https://cdn.sofifa.com/flags/ru.png,25,Russia,https://cdn.sofifa.com/players/222/368/22_60.png,https://cdn.sofifa.com/teams/100765/30.png,FC Lokomotiv Moscow,63.5
Y. Koné,SUB,66,46,67,64,72,71,72,45,https://cdn.sofifa.com/flags/ml.png,25,Mali,https://cdn.sofifa.com/players/222/160/22_60.png,https://cdn.sofifa.com/teams/294/30.png,ESTAC Troyes,62.875
J. Vossen,LS,69,24,67,68,60,66,70,73,https://cdn.sofifa.com/flags/be.png,32,Belgium,https://cdn.sofifa.com/players/176/137/22_60.png,https://cdn.sofifa.com/teams/15005/30.png,SV Zulte Waregem,62.125
Mata,SUB,72,19,66,60,71,64,79,72,https://cdn.sofifa.com/flags/es.png,32,Spain,https://cdn.sofifa.com/players/223/578/22_60.png,https://cdn.sofifa.com/teams/1860/30.png,Getafe CF,62.875
20 Ricardo Nunes,SUB,58,42,63,64,71,72,66,57,https://cdn.sofifa.com/flags/za.png,33,South Africa,https://cdn.sofifa.com/players/212/014/20_60.png,https://cdn.sofifa.com/teams/110746/30.png,Pogoń Szczecin,61.625
P. Martinez,LCB,64,49,64,67,65,74,72,46,https://cdn.sofifa.com/flags/fr.png,32,France,https://cdn.sofifa.com/players/223/284/22_60.png,https://cdn.sofifa.com/teams/224/30.png,Nîmes Olympique,62.625
19 G. Gianniotas,SUB,64,32,59,66,80,68,70,66,https://cdn.sofifa.com/flags/gr.png,25,Greece,https://cdn.sofifa.com/players/207/684/19_60.png,https://cdn.sofifa.com/teams/278/30.png,AEK Athens,63.125
F. Sakala,SUB,67,19,57,56,80,78,76,68,https://cdn.sofifa.com/flags/zm.png,24,Zambia,https://cdn.sofifa.com/players/244/391/22_60.png,https://cdn.sofifa.com/teams/86/30.png,Rangers FC,62.625
K. Nababkin,SUB,59,47,64,66,66,71,70,53,https://cdn.sofifa.com/flags/ru.png,34,Russia,https://cdn.sofifa.com/players/167/601/22_60.png,https://cdn.sofifa.com/teams/315/30.png,PFC CSKA Moscow,62.0
21 L. Immers,LCM,63,38,71,64,46,72,67,66,https://cdn.sofifa.com/flags/nl.png,34,Netherlands,https://cdn.sofifa.com/players/188/157/21_60.png,https://cdn.sofifa.com/teams/650/30.png,ADO Den Haag,60.875
J. Brabec,SUB,59,49,67,65,69,72,73,49,https://cdn.sofifa.com/flags/cz.png,28,Czech Republic,https://cdn.sofifa.com/players/204/121/22_60.png,https://cdn.sofifa.com/flags/cz.png,No Club,62.875
21 W. Cartagena,SUB,64,44,61,59,70,78,70,50,https://cdn.sofifa.com/flags/pe.png,25,Peru,https://cdn.sofifa.com/players/221/664/21_60.png,https://cdn.sofifa.com/teams/111706/30.png,Godoy Cruz,62.0
R. McCrorie,LCB,62,45,70,62,72,77,72,45,https://cdn.sofifa.com/flags/gb-sct.png,23,Scotland,https://cdn.sofifa.com/players/234/229/22_60.png,https://cdn.sofifa.com/teams/77/30.png,Aberdeen,63.125
21 R. Martínez,SUB,68,40,69,71,58,59,70,63,https://cdn.sofifa.com/flags/ar.png,37,Argentina,https://cdn.sofifa.com/players/142/950/21_60.png,https://cdn.sofifa.com/teams/111715/30.png,Club Atlético Tigre,62.25
17 M. Davies,SUB,63,58,65,63,72,70,69,56,https://cdn.sofifa.com/flags/gb-eng.png,28,England,https://cdn.sofifa.com/players/170/074/17_60.png,https://cdn.sofifa.com/teams/4/30.png,Bolton Wanderers,64.5
L. Kelly,SUB,60,40,57,68,71,62,66,63,https://cdn.sofifa.com/flags/ie.png,25,Republic of Ireland,https://cdn.sofifa.com/players/221/279/22_60.png,https://cdn.sofifa.com/teams/1955/30.png,Rochdale,60.875
M. Doumbia,LW,64,27,54,68,77,73,72,65,https://cdn.sofifa.com/flags/ml.png,26,Mali,https://cdn.sofifa.com/players/224/368/22_60.png,https://cdn.sofifa.com/teams/379/30.png,Stade de Reims,62.5
Álvaro Rey,SUB,65,32,60,67,71,64,70,67,https://cdn.sofifa.com/flags/es.png,31,Spain,https://cdn.sofifa.com/players/202/530/22_60.png,https://cdn.sofifa.com/teams/110968/30.png,Club Bolívar,62.0
Y. Namli,SUB,68,28,61,68,77,62,73,62,https://cdn.sofifa.com/flags/dk.png,27,Denmark,https://cdn.sofifa.com/players/226/539/22_60.png,https://cdn.sofifa.com/teams/694/30.png,Colorado Rapids,62.375
M. Mukhin,CDM,64,41,61,68,70,68,74,55,https://cdn.sofifa.com/flags/ru.png,19,Russia,https://cdn.sofifa.com/players/259/853/22_60.png,https://cdn.sofifa.com/teams/315/30.png,PFC CSKA Moscow,62.625
A. Fein,SUB,68,47,65,69,59,72,76,53,https://cdn.sofifa.com/flags/de.png,22,Germany,https://cdn.sofifa.com/players/244/280/22_60.png,https://cdn.sofifa.com/teams/165/30.png,SpVgg Greuther Fürth,63.625
O. El Hajjam,RCB,68,49,67,68,68,71,72,42,https://cdn.sofifa.com/flags/ma.png,30,Morocco,https://cdn.sofifa.com/players/234/514/22_60.png,https://cdn.sofifa.com/teams/294/30.png,ESTAC Troyes,63.125
